ProviderNa,Organizati,Organiza_1,Monitoring,Monitori_1,Monitori_2,ResolvedMo,HUCEightDi,siteUrl,activityCo,resultCoun,StateName,CountyName,lat,lon,Country,Type,NameEn,AreaSqKm
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-03,Milwaukee Harbor at Main Shipping Channel,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-03/,1004,1004,Wisconsin,Milwaukee County,43.0261667,-87.8888332,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503535,Isle La Motte - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503535/,982,982,New York,Clinton County,44.9483,-73.34,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503515,Missisquoi Bay - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503515/,936,936,Vermont,Franklin County,45.0133,-73.1739,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503488,St. Albans Bay - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503488/,896,896,Vermont,Franklin County,44.7853,-73.1622,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-01,Milwaukee River at mouth,Great Lake,"Lake, Reservoir, Impoundment",4040003,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-01/,879,879,Wisconsin,Milwaukee County,43.0254996,-87.8958612,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-07,Milwaukee Harbor at Main Entrance,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-07/,879,879,Wisconsin,Milwaukee County,43.0261937,-87.8825002,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-14,Lake Michigan near Main Entrance,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-14/,869,869,Wisconsin,Milwaukee County,43.0272777,-87.8634172,USA,Lake / Lago / Lac,Lake Michigan,52823.50
NWIS,USGS-NV,USGS Nevada Water Science Center,USGS-384200118431901,WALKER LAKE 3 CENTER NDOW,"Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment",16050304,https://www.waterqualitydata.us/provider/NWIS/USGS-NV/USGS-384200118431901/,868,933,Nevada,Mineral County,38.7,-118.7218056,USA,Lake / Lago / Lac,Walker Lake,142.54
NWIS,USGS-NV,USGS Nevada Water Science Center,USGS-383903118425301,WALKER LAKE 2 SOUTH NDOW,"Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment",16050304,https://www.waterqualitydata.us/provider/NWIS/USGS-NV/USGS-383903118425301/,759,823,Nevada,Mineral County,38.6508333,-118.7146944,USA,Lake / Lago / Lac,Walker Lake,142.54
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-11,Milwaukee Harbor South Half,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-11/,720,720,Wisconsin,Milwaukee County,43.0144997,-87.8871392,USA,Lake / Lago / Lac,Lake Michigan,52823.50
NWIS,USGS-NV,USGS Nevada Water Science Center,USGS-384506118433001,WALKER LAKE 4 NORTH NDOW,"Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment",16050304,https://www.waterqualitydata.us/provider/NWIS/USGS-NV/USGS-384506118433001/,597,640,Nevada,Mineral County,38.7516944,-118.725,USA,Lake / Lago / Lac,Walker Lake,142.54
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-02,Milwaukee Harbor at Jones Island WRF Outfall,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-02/,593,593,Wisconsin,Milwaukee County,43.0234997,-87.8940002,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-09,Milwaukee Harbor at South Entrance,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-09/,591,591,Wisconsin,Milwaukee County,43.0083327,-87.8778332,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-05,Milwaukee Harbor at North Entrance,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-05/,590,590,Wisconsin,Milwaukee County,43.0443326,-87.8813332,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-10,Milwaukee Harbor at South Shore Marina Entrance,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-10/,590,590,Wisconsin,Milwaukee County,43.0023327,-87.8853332,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-12,Lake Michigan near North Entrance,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-12/,579,579,Wisconsin,Milwaukee County,43.0445827,-87.8675282,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-13,Lake Michigan near South Entrance,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-13/,579,579,Wisconsin,Milwaukee County,43.0091667,-87.8640002,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-SS-01,Lake Michigan at South Shore WRF Outfall,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-SS-01/,576,576,Wisconsin,Milwaukee County,42.8911667,-87.8376674,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503498,Malletts Bay - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503498/,573,573,Vermont,Chittenden County,44.565,-73.2083,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-OH-04,Milwaukee Harbor North Half,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-OH-04/,480,480,Wisconsin,Milwaukee County,43.0377496,-87.8899722,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503409,Main Section - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503409/,465,465,Vermont,Chittenden County,44.5461,-73.3275,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU08M,SU08M,Great Lake,"Lake, Reservoir, Impoundment",4020300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU08M/,431,431,Michigan,Alger County,47.604076,-86.8181331,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-NS-03,Lake Michigan near South Milwaukee,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-NS-03/,412,412,Wisconsin,Milwaukee County,42.8966667,-87.7450005,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-HU54M,HU54M,Great Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-HU54M/,412,412,Michigan,Presque Isle County,45.5167058,-83.4167306,USA-CAN,Lake / Lago / Lac,Lake Huron,42496.70
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU17M,SU17M,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU17M/,405,405,Michigan,Ontonagon County,47.1693323,-89.6584169,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-HU15M,HU15M,Great Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-HU15M/,381,381,Michigan,Huron County,44.0000255,-82.3499001,USA-CAN,Lake / Lago / Lac,Lake Huron,42496.70
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-HU45M,HU45M,Great Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-HU45M/,378,378,Michigan,Alpena County,45.136655,-82.9832566,USA-CAN,Lake / Lago / Lac,Lake Huron,42496.70
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503547,Missisquoi Bay - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503547/,370,370,Vermont,Franklin County,44.9758,-73.215,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU01M,SU01M,Great Lake,"Lake, Reservoir, Impoundment",4020300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU01M/,357,357,Michigan,Chippewa County,46.9929937,-85.1616618,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-SS-07,Lake Michigan near South Shore WRF Outfall,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-SS-07/,353,353,Wisconsin,Milwaukee County,42.8884997,-87.8376674,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-500666,Otter Creek Section - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-500666/,344,344,Vermont,Chittenden County,44.263,-73.287,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
NWIS,USGS-OR,USGS Oregon Water Science Center,USGS-422622122004000,MID-NORTH - LOWER  - MDNL,"Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/NWIS/USGS-OR/USGS-422622122004000/,343,343,Oregon,Klamath County,42.4391649,-122.0122388,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
NWIS,USGS-NV,USGS Nevada Water Science Center,USGS-384540118433001,WALKER LAKE NEAR MOUTH 1 USGS,"Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment",16050304,https://www.waterqualitydata.us/provider/NWIS/USGS-NV/USGS-384540118433001/,339,348,Nevada,Mineral County,38.7611889,-118.72505,USA,Lake / Lago / Lac,Walker Lake,142.54
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-MI41M,MI41M,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI41M/,326,326,Michigan,Benzie County,44.7366805,-86.7218411,USA,Lake / Lago / Lac,Lake Michigan,52823.50
NWIS,USGS-OR,USGS Oregon Water Science Center,USGS-422305121553800,MID-TRENCH - LOWER   -  MDTL,"Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/NWIS/USGS-OR/USGS-422305121553800/,325,325,Oregon,Klamath County,42.3846892,-121.9286044,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,21FLSJWM,St.  Johns Water Management District (Florida),21FLSJWM-CLA,LAKE APOPKA CENTER STATION,Lake,"Lake, Reservoir, Impoundment",3080102,https://www.waterqualitydata.us/provider/STORET/21FLSJWM/21FLSJWM-CLA/,324,648,Florida,Orange County,28.6249722,-81.6249167,USA,Lake / Lago / Lac,Lake Apopka,124.66
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-MI18M,MI18M,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI18M/,308,308,Michigan,Allegan County,42.7333456,-87.0001028,USA,Lake / Lago / Lac,Lake Michigan,52823.50
NWIS,USGS-OR,USGS Oregon Water Science Center,USGS-422719121571400,WILLIAMSON RIVER OUTLET - WMR,"Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/NWIS/USGS-OR/USGS-422719121571400/,307,307,Oregon,Klamath County,42.4552484,-121.9549039,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503536,Main Section - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503536/,297,297,New York,Essex County,44.2683,-73.3122,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-SS-11,Lake Michigan near South Shore WRF Outfall,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-SS-11/,292,292,Wisconsin,Milwaukee County,42.8911667,-87.8266674,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-NS-01,Lake Michigan near Wind Point,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-NS-01/,288,288,Wisconsin,Racine County,42.7766668,-87.7016677,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-NS-02,Lake Michigan near South Milwaukee,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-NS-02/,288,288,Wisconsin,Milwaukee County,42.8966667,-87.8050004,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-NS-04,Lake Michigan near St Francis,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-NS-04/,288,288,Wisconsin,Milwaukee County,42.9666667,-87.8416673,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-NS-05,Lake Michigan near St Francis,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-NS-05/,288,288,Wisconsin,Milwaukee County,42.9666667,-87.8066673,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-NS-08,Lake Michigan near North Point,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-NS-08/,282,282,Wisconsin,Milwaukee County,43.0799997,-87.8050002,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-501605,Northeast Arm - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-501605/,282,282,Vermont,Franklin County,44.9178,-73.1864,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-NS-07,Lake Michigan near North Point,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-NS-07/,281,281,Wisconsin,Milwaukee County,43.0783326,-87.8466671,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,WI_MMSD,Milwaukee Metropolitan Sewerage District,WI_MMSD-NS-10,Lake Michigan near Fox Point,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/WI_MMSD/WI_MMSD-NS-10/,280,280,Wisconsin,Milwaukee County,43.1666667,-87.7450001,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-MI27M,MI27M,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-MI27M/,277,277,Michigan,Oceana County,43.599889,-86.9166368,USA,Lake / Lago / Lac,Lake Michigan,52823.50
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503415,Port Henry Section - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503415/,276,276,Vermont,Addison County,44.1842,-73.3811,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ON55M,ON55M,Great Lake,"Lake, Reservoir, Impoundment",4150200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ON55M/,274,274,New York,Monroe County,43.4429051,-77.4384466,USA-CAN,Lake / Lago / Lac,Lake Ontario,18934.70
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-ON33M,ON33M,Great Lake,"Lake, Reservoir, Impoundment",4150200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-ON33M/,270,270,New York,Niagara County,43.5966052,-78.7744143,USA-CAN,Lake / Lago / Lac,Lake Ontario,18934.70
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-HU37,HU37,Great Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-HU37/,258,258,Michigan,Alcona County,44.7616645,-82.7833463,USA-CAN,Lake / Lago / Lac,Lake Huron,42496.70
STORET,IDEQ_WQX,Idaho Department Of Environmental Quality DEQ,IDEQ_WQX-CRD,Cascade Reservoir at Dam,Lake,"Lake, Reservoir, Impoundment",17050123,https://www.waterqualitydata.us/provider/STORET/IDEQ_WQX/IDEQ_WQX-CRD/,257,257,Idaho,Valley County,44.669296,-116.101201,USA,Reservoir / Embalse / Reservoir,Cascade Reservoir,105.29
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503545,Northeast Arm - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503545/,253,253,Vermont,Grand Isle County,44.8397,-73.2967,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
NWIS,USGS-OR,USGS Oregon Water Science Center,USGS-422042121513100,RATTLESNAKE POINT  -  RPT,"Lake, Reservoir, Impoundment","Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/NWIS/USGS-OR/USGS-422042121513100/,253,253,Oregon,Klamath County,42.344752,-121.8598427,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-HU32,HU32,Great Lake,"Lake, Reservoir, Impoundment",4080300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-HU32/,252,252,Michigan,Iosco County,44.4531774,-82.3414734,USA-CAN,Lake / Lago / Lac,Lake Huron,42496.70
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-503414,Southern Section - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-503414/,252,252,New York,Essex County,43.8558,-73.3828,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,1VTDECWQ,Vermont Dept of Environmental Conservation,1VTDECWQ-500591,Isle La Motte - Lake Champlain,Lake,"Lake, Reservoir, Impoundment",4150408,https://www.waterqualitydata.us/provider/STORET/1VTDECWQ/1VTDECWQ-500591/,252,252,Vermont,Grand Isle County,44.8457,-73.3112,USA-CAN,Lake / Lago / Lac,Lake Champlain,1117.76
STORET,KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0002,UPPER KLAMATH LAKE AT PELICAN MARINA,Lake,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/KLAMATHTRIBES_WQX/KLAMATHTRIBES_WQX-KL0002/,252,252,Oregon,Klamath County,42.2417222,-121.8223075,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU03,SU03,Great Lake,"Lake, Reservoir, Impoundment",4120200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU03/,251,251,Michigan,Luce County,46.8944449,-85.8517028,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,KLAMATHTRIBES_WQX,Klamath Tribes (Tribal),KLAMATHTRIBES_WQX-KL0003,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,Lake,"Lake, Reservoir, Impoundment",18010203,https://www.waterqualitydata.us/provider/STORET/KLAMATHTRIBES_WQX/KLAMATHTRIBES_WQX-KL0003/,251,251,Oregon,Klamath County,42.3083892,-121.8562235,USA,Lake / Lago / Lac,Upper Klamath Lake,228.51
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU04,SU04,Great Lake,"Lake, Reservoir, Impoundment",4020300,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU04/,250,250,Michigan,Alger County,47.2590481,-86.3481307,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
STORET,EPA_GLNPO,EPA Great Lakes National Program,EPA_GLNPO-SU16,SU16,Great Lake,"Lake, Reservoir, Impoundment",4060200,https://www.waterqualitydata.us/provider/STORET/EPA_GLNPO/EPA_GLNPO-SU16/,250,250,Michigan,Ontonagon County,47.6214368,-89.4631586,USA-CAN,Lake / Lago / Lac,Lake Superior,81837.10
